tid,BarId,DrinkerId,SubTotal,Tax,Tip,Total
2274,43,342,12.45,0.87,2.49,15.81
2275,118,13,6.35,0.44,1.27,8.06
2276,61,313,3.44,0.24,0.69,4.37
2277,234,445,10.06,0.7,2.01,12.77
2278,53,357,5.69,0.4,1.14,7.23
2279,218,111,9.34,0.65,1.87,11.86
2280,18,195,11.74,0.82,2.35,14.91
2281,97,341,19.95,1.4,3.99,25.34
2282,233,376,10.32,0.72,2.06,13.1
2283,58,330,11.7,0.82,2.34,14.86
2284,206,493,21.28,1.49,4.26,27.03
2285,26,270,25.53,1.79,5.11,32.43
2286,62,473,30.15,2.11,6.03,38.29
2287,59,93,4.81,0.34,0.96,6.11
2288,30,327,2.07,0.14,0.41,2.62
2289,76,387,17.88,1.25,3.58,22.71
2290,112,18,12.28,0.86,2.46,15.6
2291,74,211,12.39,0.87,2.48,15.74
2292,2,282,12.22,0.86,2.44,15.52
2293,239,206,6.35,0.44,1.27,8.06
2294,221,382,12.34,0.86,2.47,15.67
2295,173,266,21.6,1.51,4.32,27.43
2296,76,119,8.16,0.57,1.63,10.36
2297,191,264,8.24,0.58,1.65,10.47
2298,246,400,3.95,0.28,0.79,5.02
2299,172,307,14.01,0.98,2.8,17.79
2300,129,3,6.19,0.43,1.24,7.86
2301,15,34,4.84,0.34,0.97,6.15
2302,228,9,9.58,0.67,1.92,12.17
2303,122,441,8.57,0.6,1.71,10.88
2304,141,416,15.32,1.07,3.06,19.45
2305,242,302,8.96,0.63,1.79,11.38
2306,171,314,5.74,0.4,1.15,7.29
2307,234,36,16.3,1.14,3.26,20.7
2308,85,244,6.61,0.46,1.32,8.39
2309,176,196,7.38,0.52,1.48,9.38
2310,234,273,12.0,0.84,2.4,15.24
2311,228,61,37.05,2.59,7.41,47.05
2312,207,280,12.24,0.86,2.45,15.55
2313,48,336,7.49,0.52,1.5,9.51
2314,123,101,21.86,1.53,4.37,27.76
2315,55,337,38.01,2.66,7.6,48.27
2316,4,220,38.67,2.71,7.73,49.11
2317,246,179,3.95,0.28,0.79,5.02
2318,89,403,32.19,2.25,6.44,40.88
2319,111,264,23.86,1.67,4.77,30.3
2320,223,108,2.56,0.18,0.51,3.25
2321,68,355,7.8,0.55,1.56,9.91
2322,166,193,9.25,0.65,1.85,11.75
2323,76,420,8.16,0.57,1.63,10.36
2324,228,441,24.7,1.73,4.94,31.37
2325,54,57,11.64,0.81,2.33,14.78
2326,149,277,3.11,0.22,0.62,3.95
2327,66,177,7.26,0.51,1.45,9.22
2328,247,307,6.08,0.43,1.22,7.73
2329,233,293,37.98,2.66,7.6,48.24
2330,173,401,8.79,0.62,1.76,11.17
2331,171,466,11.17,0.78,2.23,14.18
2332,237,349,4.22,0.3,0.84,5.36
2333,138,369,35.28,2.47,7.06,44.81
2334,58,401,11.7,0.82,2.34,14.86
2335,8,242,10.74,0.75,2.15,13.64
2336,212,498,16.53,1.16,3.31,21.0
2337,121,171,13.92,0.97,2.78,17.67
2338,67,495,11.25,0.79,2.25,14.29
2339,196,212,20.9,1.46,4.18,26.54
2340,243,430,5.72,0.4,1.14,7.26
2341,84,114,2.1,0.15,0.42,2.67
2342,12,276,22.77,1.59,4.55,28.91
2343,99,115,17.43,1.22,3.49,22.14
2344,97,337,21.44,1.5,4.29,27.23
2345,218,103,14.28,1.0,2.86,18.14
2346,219,411,6.78,0.47,1.36,8.61
2347,68,131,17.34,1.21,3.47,22.02
2348,85,53,11.19,0.78,2.24,14.21
2349,12,294,36.6,2.56,7.32,46.48
2350,201,194,12.48,0.87,2.5,15.85
2351,60,235,36.72,2.57,7.34,46.63
2352,130,40,15.54,1.09,3.11,19.74
2353,26,39,17.02,1.19,3.4,21.61
2354,121,287,6.96,0.49,1.39,8.84
2355,225,444,12.88,0.9,2.58,16.36
2356,33,146,2.22,0.16,0.44,2.82
2357,107,298,6.51,0.46,1.3,8.27
2358,83,128,6.23,0.44,1.25,7.92
2359,175,340,19.83,1.39,3.97,25.19
2360,32,25,2.45,0.17,0.49,3.11
2361,122,392,25.71,1.8,5.14,32.65
2362,30,231,2.04,0.14,0.41,2.59
2363,4,443,10.89,0.76,2.18,13.83
2364,247,334,9.12,0.64,1.82,11.58
2365,108,332,5.88,0.41,1.18,7.47
2366,244,298,37.71,2.64,7.54,47.89
2367,84,335,12.27,0.86,2.45,15.58
2368,128,18,12.93,0.91,2.59,16.43
2369,39,165,10.39,0.73,2.08,13.2
2370,224,232,34.11,2.39,6.82,43.32
2371,212,255,14.84,1.04,2.97,18.85
2372,56,378,15.9,1.11,3.18,20.19
2373,58,61,4.2,0.29,0.84,5.33
2374,16,408,33.87,2.37,6.77,43.01
2375,123,228,10.93,0.77,2.19,13.89
2376,78,250,29.73,2.08,5.95,37.76
2377,201,116,34.26,2.4,6.85,43.51
2378,73,439,23.1,1.62,4.62,29.34
2379,173,252,21.6,1.51,4.32,27.43
2380,76,59,8.16,0.57,1.63,10.36
2381,91,72,5.9,0.41,1.18,7.49
2382,123,462,10.21,0.71,2.04,12.96
2383,240,279,4.74,0.33,0.95,6.02
2384,7,389,8.07,0.56,1.61,10.24
2385,166,299,37.44,2.62,7.49,47.55
2386,231,84,22.71,1.59,4.54,28.84
2387,62,251,2.78,0.19,0.56,3.53
2388,100,463,30.63,2.14,6.13,38.9
2389,38,206,30.36,2.13,6.07,38.56
2390,88,203,30.72,2.15,6.14,39.01
2391,70,46,37.08,2.6,7.42,47.1
2392,167,85,20.56,1.44,4.11,26.11
2393,51,243,23.58,1.65,4.72,29.95
2394,130,466,10.36,0.73,2.07,13.16
2395,95,389,33.57,2.35,6.71,42.63
2396,68,496,17.34,1.21,3.47,22.02
2397,46,462,11.27,0.79,2.25,14.31
2398,234,371,16.3,1.14,3.26,20.7
2399,17,277,26.82,1.88,5.36,34.06
2400,109,347,12.91,0.9,2.58,16.39
2401,3,155,5.34,0.37,1.07,6.78
2402,46,386,30.0,2.1,6.0,38.1
2403,228,457,37.05,2.59,7.41,47.05
2404,175,260,19.83,1.39,3.97,25.19
2405,154,132,18.03,1.26,3.61,22.9
2406,65,330,18.15,1.27,3.63,23.05
2407,98,84,4.68,0.33,0.94,5.95
2408,240,40,25.0,1.75,5.0,31.75
2409,66,148,5.62,0.39,1.12,7.13
2410,175,396,13.22,0.93,2.64,16.79
2411,72,383,36.75,2.57,7.35,46.67
2412,160,492,10.04,0.7,2.01,12.75
2413,157,309,6.48,0.45,1.3,8.23
2414,73,430,4.04,0.28,0.81,5.13
2415,241,3,2.19,0.15,0.44,2.78
2416,152,1,20.96,1.47,4.19,26.62
2417,22,319,6.7,0.47,1.34,8.51
2418,173,49,5.86,0.41,1.17,7.44
2419,117,398,34.17,2.39,6.83,43.39
2420,115,136,31.32,2.19,6.26,39.77
2421,132,318,6.33,0.44,1.27,8.04
2422,107,315,31.23,2.19,6.25,39.67
2423,127,226,25.62,1.79,5.12,32.53
2424,113,303,11.26,0.79,2.25,14.3
2425,221,89,35.52,2.49,7.1,45.11
2426,218,457,12.99,0.91,2.6,16.5
2427,81,196,14.76,1.03,2.95,18.74
2428,167,175,10.28,0.72,2.06,13.06
2429,96,177,23.54,1.65,4.71,29.9
2430,111,111,16.56,1.16,3.31,21.03
2431,6,266,24.92,1.74,4.98,31.64
2432,247,17,4.04,0.28,0.81,5.13
2433,164,179,18.32,1.28,3.66,23.26
2434,11,200,2.26,0.16,0.45,2.87
2435,75,286,2.93,0.21,0.59,3.73
2436,7,8,8.07,0.56,1.61,10.24
2437,76,476,2.72,0.19,0.54,3.45
2438,39,281,2.61,0.18,0.52,3.31
2439,86,75,4.78,0.33,0.96,6.07
2440,153,343,16.3,1.14,3.26,20.7
2441,32,92,2.79,0.2,0.56,3.55
2442,172,412,23.56,1.65,4.71,29.92
2443,156,32,12.16,0.85,2.43,15.44
2444,20,211,8.76,0.61,1.75,11.12
2445,238,150,30.63,2.14,6.13,38.9
2446,133,280,7.8,0.55,1.56,9.91
2447,36,144,10.42,0.73,2.08,13.23
2448,101,346,5.75,0.4,1.15,7.3
2449,182,392,3.5,0.25,0.7,4.45
2450,14,73,12.82,0.9,2.56,16.28
2451,141,359,22.98,1.61,4.6,29.19
2452,157,206,6.04,0.42,1.21,7.67
2453,158,124,8.79,0.62,1.76,11.17
2454,175,162,25.77,1.8,5.15,32.72
2455,183,174,20.88,1.46,4.18,26.52
2456,230,415,2.82,0.2,0.56,3.58
2457,78,242,19.82,1.39,3.96,25.17
2458,212,128,6.3,0.44,1.26,8.0
2459,203,496,16.7,1.17,3.34,21.21
2460,1,225,21.52,1.51,4.3,27.33
2461,193,257,6.42,0.45,1.28,8.15
2462,95,290,22.38,1.57,4.48,28.43
2463,152,197,20.96,1.47,4.19,26.62
2464,204,232,11.25,0.79,2.25,14.29
2465,178,220,2.7,0.19,0.54,3.43
2466,231,2,37.29,2.61,7.46,47.36
2467,103,123,35.94,2.52,7.19,45.65
2468,248,26,9.9,0.69,1.98,12.57
2469,91,105,34.65,2.43,6.93,44.01
2470,61,450,10.32,0.72,2.06,13.1
2471,139,8,24.76,1.73,4.95,31.44
2472,230,438,5.64,0.39,1.13,7.16
2473,126,387,10.23,0.72,2.05,13.0
2474,181,440,6.05,0.42,1.21,7.68
2475,162,376,14.67,1.03,2.93,18.63
2476,142,393,6.01,0.42,1.2,7.63
2477,83,232,18.69,1.31,3.74,23.74
2478,32,456,2.79,0.2,0.56,3.55
2479,211,72,13.44,0.94,2.69,17.07
2480,105,140,8.58,0.6,1.72,10.9
2481,180,376,32.7,2.29,6.54,41.53
2482,155,239,25.11,1.76,5.02,31.89
2483,123,286,6.0,0.42,1.2,7.62
2484,246,150,22.6,1.58,4.52,28.7
2485,89,430,28.11,1.97,5.62,35.7
2486,243,498,4.72,0.33,0.94,5.99
2487,3,273,6.12,0.43,1.22,7.77
2488,24,299,7.57,0.53,1.51,9.61
2489,225,104,6.44,0.45,1.29,8.18
2490,222,384,38.46,2.69,7.69,48.84
2491,17,281,26.82,1.88,5.36,34.06
2492,156,144,12.16,0.85,2.43,15.44
2493,89,4,32.19,2.25,6.44,40.88
2494,145,375,2.46,0.17,0.49,3.12
2495,191,246,32.25,2.26,6.45,40.96
2496,46,428,5.49,0.38,1.1,6.97
2497,132,267,2.11,0.15,0.42,2.68
2498,247,322,32.46,2.27,6.49,41.22
2499,59,218,11.4,0.8,2.28,14.48
2500,98,485,16.89,1.18,3.38,21.45
2501,233,207,10.32,0.72,2.06,13.1
2502,147,41,6.13,0.43,1.23,7.79
2503,211,461,22.94,1.61,4.59,29.14
2504,111,215,23.86,1.67,4.77,30.3
2505,41,370,10.14,0.71,2.03,12.88
2506,113,103,11.26,0.79,2.25,14.3
2507,106,67,24.98,1.75,5.0,31.73
2508,103,223,23.96,1.68,4.79,30.43
2509,91,319,5.9,0.41,1.18,7.49
2510,86,57,30.9,2.16,6.18,39.24
2511,117,437,13.78,0.96,2.76,17.5
2512,166,227,9.25,0.65,1.85,11.75
2513,228,64,24.7,1.73,4.94,31.37
2514,46,85,22.54,1.58,4.51,28.63
2515,145,39,24.24,1.7,4.85,30.79
2516,24,2,25.83,1.81,5.17,32.81
2517,241,95,2.19,0.15,0.44,2.78
2518,85,368,22.38,1.57,4.48,28.43
2519,164,483,27.48,1.92,5.5,34.9
2520,152,145,7.2,0.5,1.44,9.14
2521,135,374,8.47,0.59,1.69,10.75
2522,24,361,21.93,1.54,4.39,27.86
2523,58,419,36.03,2.52,7.21,45.76
2524,182,240,24.58,1.72,4.92,31.22
2525,206,355,10.64,0.74,2.13,13.51
2526,98,133,9.63,0.67,1.93,12.23
2527,205,180,6.37,0.45,1.27,8.09
2528,22,105,8.33,0.58,1.67,10.58
2529,109,243,11.47,0.8,2.29,14.56
2530,155,356,15.62,1.09,3.12,19.83
2531,80,111,20.64,1.44,4.13,26.21
2532,65,103,2.71,0.19,0.54,3.44
2533,127,191,6.14,0.43,1.23,7.8
2534,144,76,7.95,0.56,1.59,10.1
2535,53,30,33.87,2.37,6.77,43.01
2536,85,323,22.38,1.57,4.48,28.43
2537,193,160,8.22,0.58,1.64,10.44
2538,45,403,3.44,0.24,0.69,4.37
2539,68,194,17.34,1.21,3.47,22.02
2540,56,284,8.13,0.57,1.63,10.33
2541,118,306,6.35,0.44,1.27,8.06
2542,135,274,16.94,1.19,3.39,21.52
2543,107,210,6.42,0.45,1.28,8.15
2544,2,341,10.03,0.7,2.01,12.74
2545,96,444,14.1,0.99,2.82,17.91
2546,38,500,10.12,0.71,2.02,12.85
2547,83,6,12.46,0.87,2.49,15.82
2548,184,458,6.63,0.46,1.33,8.42
2549,136,13,11.76,0.82,2.35,14.93
2550,96,9,14.1,0.99,2.82,17.91
2551,155,266,7.81,0.55,1.56,9.92
2552,164,38,18.32,1.28,3.66,23.26
2553,207,220,18.36,1.29,3.67,23.32
2554,197,472,8.04,0.56,1.61,10.21
2555,73,384,20.5,1.44,4.1,26.04
2556,50,304,8.3,0.58,1.66,10.54
2557,28,411,21.0,1.47,4.2,26.67
2558,177,438,5.62,0.39,1.12,7.13
2559,134,211,8.5,0.6,1.7,10.8
2560,80,271,21.69,1.52,4.34,27.55
2561,115,219,6.75,0.47,1.35,8.57
2562,30,60,21.57,1.51,4.31,27.39
2563,70,341,16.26,1.14,3.25,20.65
2564,225,337,17.48,1.22,3.5,22.2
2565,151,87,3.43,0.24,0.69,4.36
2566,184,472,6.9,0.48,1.38,8.76
2567,157,330,18.12,1.27,3.62,23.01
2568,118,370,12.55,0.88,2.51,15.94
2569,27,30,7.98,0.56,1.6,10.14
2570,66,424,25.24,1.77,5.05,32.06
2571,100,207,10.14,0.71,2.03,12.88
2572,196,409,20.9,1.46,4.18,26.54
2573,108,406,11.66,0.82,2.33,14.81
2574,244,312,24.78,1.73,4.96,31.47
2575,91,365,8.85,0.62,1.77,11.24
2576,196,36,31.35,2.19,6.27,39.81
2577,248,401,9.9,0.69,1.98,12.57
2578,64,374,34.44,2.41,6.89,43.74
2579,34,177,14.28,1.0,2.86,18.14
2580,59,13,5.72,0.4,1.14,7.26
2581,124,312,12.39,0.87,2.48,15.74
2582,3,308,18.36,1.29,3.67,23.32
2583,131,285,24.63,1.72,4.93,31.28
2584,94,121,35.91,2.51,7.18,45.6
2585,100,62,30.63,2.14,6.13,38.9
2586,223,88,22.74,1.59,4.55,28.88
2587,57,135,6.59,0.46,1.32,8.37
2588,100,494,5.79,0.41,1.16,7.36
2589,221,436,23.68,1.66,4.74,30.08
2590,235,188,16.14,1.13,3.23,20.5
2591,117,381,20.67,1.45,4.13,26.25
2592,113,176,30.84,2.16,6.17,39.17
2593,73,211,8.08,0.57,1.62,10.27
2594,70,6,5.42,0.38,1.08,6.88
2595,179,104,31.29,2.19,6.26,39.74
2596,93,350,8.18,0.57,1.64,10.39
2597,21,99,11.41,0.8,2.28,14.49
2598,118,462,12.55,0.88,2.51,15.94
2599,98,452,4.68,0.33,0.94,5.95
2600,96,366,11.77,0.82,2.35,14.94
2601,81,351,14.76,1.03,2.95,18.74
2602,142,405,3.55,0.25,0.71,4.51
2603,243,239,8.54,0.6,1.71,10.85
2604,20,165,18.36,1.29,3.67,23.32
2605,191,454,18.42,1.29,3.68,23.39
2606,97,475,13.3,0.93,2.66,16.89
2607,233,429,7.08,0.5,1.42,9.0
2608,165,336,6.75,0.47,1.35,8.57
2609,208,456,21.54,1.51,4.31,27.36
2610,202,442,7.06,0.49,1.41,8.96
2611,134,382,17.0,1.19,3.4,21.59
2612,10,199,32.67,2.29,6.53,41.49
2613,217,19,33.0,2.31,6.6,41.91
2614,33,288,2.22,0.16,0.44,2.82
2615,111,27,16.56,1.16,3.31,21.03
2616,249,301,14.36,1.01,2.87,18.24
2617,81,316,13.56,0.95,2.71,17.22
2618,196,161,20.9,1.46,4.18,26.54
2619,224,30,9.01,0.63,1.8,11.44
2620,91,493,10.81,0.76,2.16,13.73
2621,226,442,17.82,1.25,3.56,22.63
2622,215,13,4.35,0.3,0.87,5.52
2623,178,215,31.53,2.21,6.31,40.05
2624,181,215,5.92,0.41,1.18,7.51
2625,55,34,38.01,2.66,7.6,48.27
2626,74,133,31.08,2.18,6.22,39.48
2627,129,24,6.78,0.47,1.36,8.61
2628,67,169,5.86,0.41,1.17,7.44
2629,183,373,34.29,2.4,6.86,43.55
2630,102,30,8.37,0.59,1.67,10.63
2631,104,219,5.51,0.39,1.1,7.0
2632,72,476,24.5,1.72,4.9,31.12
2633,238,69,17.25,1.21,3.45,21.91
2634,231,256,13.71,0.96,2.74,17.41
2635,84,140,4.2,0.29,0.84,5.33
2636,147,469,6.13,0.43,1.23,7.79
2637,215,369,8.7,0.61,1.74,11.05
2638,86,392,23.68,1.66,4.74,30.08
2639,20,78,18.36,1.29,3.67,23.32
2640,124,312,37.17,2.6,7.43,47.2
2641,196,64,26.7,1.87,5.34,33.91
2642,99,438,8.47,0.59,1.69,10.75
2643,10,151,6.24,0.44,1.25,7.93
2644,71,150,2.59,0.18,0.52,3.29
2645,19,477,6.63,0.46,1.33,8.42
2646,44,298,24.93,1.75,4.99,31.67
2647,51,401,23.19,1.62,4.64,29.45
2648,210,354,21.36,1.5,4.27,27.13
2649,36,208,10.5,0.74,2.1,13.34
2650,76,476,17.88,1.25,3.58,22.71
2651,63,355,7.74,0.54,1.55,9.83
2652,229,297,35.73,2.5,7.15,45.38
2653,27,499,2.96,0.21,0.59,3.76
2654,93,396,12.56,0.88,2.51,15.95
2655,167,369,30.84,2.16,6.17,39.17
2656,1,399,32.28,2.26,6.46,41.0
2657,5,62,31.29,2.19,6.26,39.74
2658,155,194,11.23,0.79,2.25,14.27
2659,204,82,17.94,1.26,3.59,22.79
2660,247,473,2.99,0.21,0.6,3.8
2661,150,59,24.45,1.71,4.89,31.05
2662,209,225,33.24,2.33,6.65,42.22
2663,44,211,4.58,0.32,0.92,5.82
2664,158,453,8.72,0.61,1.74,11.07
2665,124,165,37.17,2.6,7.43,47.2
2666,53,56,22.58,1.58,4.52,28.68
2667,246,39,33.9,2.37,6.78,43.05
2668,91,319,21.62,1.51,4.32,27.45
2669,201,299,19.42,1.36,3.88,24.66
2670,211,308,4.48,0.31,0.9,5.69
2671,49,169,31.95,2.24,6.39,40.58
2672,146,257,5.06,0.35,1.01,6.42
2673,57,482,13.18,0.92,2.64,16.74
2674,169,253,25.14,1.76,5.03,31.93
2675,144,316,2.65,0.19,0.53,3.37
2676,235,471,24.21,1.69,4.84,30.74
2677,29,395,17.56,1.23,3.51,22.3
2678,113,153,5.63,0.39,1.13,7.15
2679,202,320,15.6,1.09,3.12,19.81
2680,236,390,37.41,2.62,7.48,47.51
2681,219,281,20.34,1.42,4.07,25.83
2682,143,324,6.34,0.44,1.27,8.05
2683,119,186,21.12,1.48,4.22,26.82
2684,192,16,8.82,0.62,1.76,11.2
2685,2,97,10.03,0.7,2.01,12.74
2686,136,255,35.28,2.47,7.06,44.81
2687,142,265,2.59,0.18,0.52,3.29
2688,198,468,12.86,0.9,2.57,16.33
2689,172,354,9.34,0.65,1.87,11.86
2690,58,243,10.46,0.73,2.09,13.28
2691,218,269,5.21,0.36,1.04,6.61
2692,204,423,4.7,0.33,0.94,5.97
2693,37,150,27.54,1.93,5.51,34.98
2694,160,298,23.36,1.64,4.67,29.67
2695,19,84,8.28,0.58,1.66,10.52
2696,25,140,11.7,0.82,2.34,14.86
2697,24,243,2.69,0.19,0.54,3.42
2698,78,418,19.82,1.39,3.96,25.17
2699,202,120,11.24,0.79,2.25,14.28
2700,192,212,8.82,0.62,1.76,11.2
2701,142,323,5.18,0.36,1.04,6.58
2702,23,110,38.4,2.69,7.68,48.77
2703,227,56,11.22,0.79,2.24,14.25
2704,72,339,10.34,0.72,2.07,13.13
2705,142,474,3.55,0.25,0.71,4.51
2706,147,135,15.82,1.11,3.16,20.09
2707,223,311,12.33,0.86,2.47,15.66
2708,136,330,25.16,1.76,5.03,31.95
2709,224,378,34.11,2.39,6.82,43.32
2710,4,296,7.26,0.51,1.45,9.22
2711,116,396,18.4,1.29,3.68,23.37
2712,134,447,36.15,2.53,7.23,45.91
2713,160,462,12.91,0.9,2.58,16.39
2714,143,284,16.14,1.13,3.23,20.5
2715,148,336,37.86,2.65,7.57,48.08
2716,104,379,9.14,0.64,1.83,11.61
2717,34,119,7.14,0.5,1.43,9.07
2718,132,295,4.22,0.3,0.84,5.36
2719,240,87,25.0,1.75,5.0,31.75
2720,87,277,20.88,1.46,4.18,26.52
2721,213,241,6.37,0.45,1.27,8.09
2722,48,445,11.59,0.81,2.32,14.72
2723,128,161,11.29,0.79,2.26,14.34
2724,172,156,33.69,2.36,6.74,42.79
2725,216,284,37.56,2.63,7.51,47.7
2726,193,100,20.91,1.46,4.18,26.55
2727,4,288,12.89,0.9,2.58,16.37
2728,135,135,8.47,0.59,1.69,10.75
2729,140,195,14.3,1.0,2.86,18.16
2730,195,298,38.67,2.71,7.73,49.11
2731,142,213,5.18,0.36,1.04,6.58
2732,51,389,3.24,0.23,0.65,4.12
2733,6,426,12.46,0.87,2.49,15.82
2734,70,199,16.26,1.14,3.25,20.65
2735,75,367,36.9,2.58,7.38,46.86
2736,117,128,13.78,0.96,2.76,17.5
2737,225,437,12.97,0.91,2.59,16.47
2738,209,413,7.24,0.51,1.45,9.2
2739,42,453,12.15,0.85,2.43,15.43
2740,188,86,25.82,1.81,5.16,32.79
2741,5,64,20.86,1.46,4.17,26.49
2742,187,431,20.26,1.42,4.05,25.73
2743,28,275,10.5,0.74,2.1,13.34
2744,60,158,7.91,0.55,1.58,10.04
2745,238,177,11.5,0.81,2.3,14.61
2746,190,498,14.73,1.03,2.95,18.71
2747,33,213,6.66,0.47,1.33,8.46
2748,29,394,10.59,0.74,2.12,13.45
2749,209,173,11.08,0.78,2.22,14.08
2750,86,488,20.6,1.44,4.12,26.16
2751,240,409,2.37,0.17,0.47,3.01
2752,99,310,25.41,1.78,5.08,32.27
2753,150,126,24.94,1.75,4.99,31.68
2754,62,413,34.5,2.42,6.9,43.82
2755,165,31,2.25,0.16,0.45,2.86
2756,213,30,15.14,1.06,3.03,19.23
2757,180,202,8.18,0.57,1.64,10.39
2758,198,492,12.03,0.84,2.41,15.28
2759,154,189,12.02,0.84,2.4,15.26
2760,199,39,3.17,0.22,0.63,4.02
2761,49,429,21.3,1.49,4.26,27.05
2762,185,276,24.56,1.72,4.91,31.19
2763,172,268,23.56,1.65,4.71,29.92
2764,18,26,11.74,0.82,2.35,14.91
2765,138,287,13.52,0.95,2.7,17.17
2766,132,333,2.11,0.15,0.42,2.68
2767,13,153,2.58,0.18,0.52,3.28
2768,122,397,8.57,0.6,1.71,10.88
2769,51,325,9.72,0.68,1.94,12.34
2770,241,275,34.44,2.41,6.89,43.74
2771,102,335,8.37,0.59,1.67,10.63
2772,94,148,23.94,1.68,4.79,30.41
2773,53,193,17.07,1.19,3.41,21.67
2774,183,125,16.72,1.17,3.34,21.23
2775,186,492,6.52,0.46,1.3,8.28
2776,152,120,10.48,0.73,2.1,13.31
2777,80,411,21.69,1.52,4.34,27.55
2778,37,175,10.63,0.74,2.13,13.5
2779,88,217,18.15,1.27,3.63,23.05
2780,160,399,35.04,2.45,7.01,44.5
2781,30,120,6.12,0.43,1.22,7.77
2782,130,80,26.61,1.86,5.32,33.79
2783,145,431,24.24,1.7,4.85,30.79
2784,103,491,12.25,0.86,2.45,15.56
2785,59,279,11.4,0.8,2.28,14.48
2786,17,238,5.04,0.35,1.01,6.4
2787,247,15,5.24,0.37,1.05,6.66
2788,181,404,6.05,0.42,1.21,7.68
2789,53,153,12.82,0.9,2.56,16.28
2790,94,286,35.91,2.51,7.18,45.6
2791,148,310,37.86,2.65,7.57,48.08
2792,237,9,6.33,0.44,1.27,8.04
2793,32,468,2.45,0.17,0.49,3.11
2794,9,498,13.08,0.92,2.62,16.62
2795,211,430,13.44,0.94,2.69,17.07
2796,25,380,24.34,1.7,4.87,30.91
2797,163,322,21.54,1.51,4.31,27.36
2798,3,311,2.67,0.19,0.53,3.39
2799,77,323,16.47,1.15,3.29,20.91
2800,247,68,8.94,0.63,1.79,11.36
2801,159,29,12.63,0.88,2.53,16.04
2802,56,15,9.94,0.7,1.99,12.63
2803,165,473,10.54,0.74,2.11,13.39
2804,225,48,17.48,1.22,3.5,22.2
2805,180,391,32.7,2.29,6.54,41.53
2806,60,125,25.74,1.8,5.15,32.69
2807,178,147,31.53,2.21,6.31,40.05
2808,215,190,19.12,1.34,3.82,24.28
2809,147,401,12.23,0.86,2.45,15.54
2810,97,145,19.95,1.4,3.99,25.34
2811,134,476,25.5,1.79,5.1,32.39
2812,161,64,3.9,0.27,0.78,4.95
2813,41,16,6.0,0.42,1.2,7.62
2814,187,269,24.14,1.69,4.83,30.66
2815,136,419,25.16,1.76,5.03,31.95
2816,241,352,6.19,0.43,1.24,7.86
2817,145,384,4.92,0.34,0.98,6.24
2818,35,3,10.56,0.74,2.11,13.41
2819,101,170,32.94,2.31,6.59,41.84
2820,20,2,11.98,0.84,2.4,15.22
2821,22,211,16.66,1.17,3.33,21.16
2822,74,478,9.16,0.64,1.83,11.63
2823,15,431,24.96,1.75,4.99,31.7
2824,111,34,3.93,0.28,0.79,5.0
2825,227,498,34.14,2.39,6.83,43.36
2826,96,130,9.12,0.64,1.82,11.58
2827,124,414,37.17,2.6,7.43,47.2
2828,170,168,6.9,0.48,1.38,8.76
2829,110,239,5.46,0.38,1.09,6.93
2830,231,494,15.14,1.06,3.03,19.23
2831,121,436,6.96,0.49,1.39,8.84
2832,191,425,8.13,0.57,1.63,10.33
2833,45,295,16.62,1.16,3.32,21.1
2834,8,305,37.71,2.64,7.54,47.89
2835,186,188,4.26,0.3,0.85,5.41
2836,183,492,25.08,1.76,5.02,31.86
2837,214,352,36.33,2.54,7.27,46.14
2838,118,417,23.61,1.65,4.72,29.98
2839,227,451,9.02,0.63,1.8,11.45
2840,78,243,9.91,0.69,1.98,12.58
2841,54,36,34.86,2.44,6.97,44.27
2842,146,435,12.38,0.87,2.48,15.73
2843,165,417,12.36,0.87,2.47,15.7
2844,11,476,4.52,0.32,0.9,5.74
2845,168,277,32.19,2.25,6.44,40.88
2846,57,236,3.98,0.28,0.8,5.06
2847,11,423,4.52,0.32,0.9,5.74
2848,221,265,6.01,0.42,1.2,7.63
2849,238,418,5.28,0.37,1.06,6.71
2850,122,6,17.14,1.2,3.43,21.77
2851,73,75,11.55,0.81,2.31,14.67
2852,187,278,6.39,0.45,1.28,8.12
2853,112,100,7.0,0.49,1.4,8.89
2854,91,73,8.85,0.62,1.77,11.24
2855,155,28,25.11,1.76,5.02,31.89
2856,66,214,37.86,2.65,7.57,48.08
2857,233,203,10.32,0.72,2.06,13.1
2858,139,280,24.76,1.73,4.95,31.44
2859,39,106,16.83,1.18,3.37,21.38
2860,11,418,2.49,0.17,0.5,3.16
2861,137,470,24.42,1.71,4.88,31.01
2862,153,432,6.04,0.42,1.21,7.67
2863,154,5,12.12,0.85,2.42,15.39
2864,152,438,31.44,2.2,6.29,39.93
2865,227,341,18.04,1.26,3.61,22.91
2866,4,403,3.63,0.25,0.73,4.61
2867,134,458,36.15,2.53,7.23,45.91
2868,111,358,3.93,0.28,0.79,5.0
2869,140,219,14.3,1.0,2.86,18.16
2870,77,212,10.98,0.77,2.2,13.95
2871,64,249,16.3,1.14,3.26,20.7
2872,180,116,16.36,1.15,3.27,20.78
2873,106,372,12.49,0.87,2.5,15.86
2874,153,362,16.3,1.14,3.26,20.7
2875,230,311,31.5,2.21,6.3,40.01
2876,230,389,31.5,2.21,6.3,40.01
2877,197,376,5.36,0.38,1.07,6.81
2878,162,8,2.77,0.19,0.55,3.51
2879,115,307,31.32,2.19,6.26,39.77
2880,6,218,24.66,1.73,4.93,31.32
